BuildingIndex,Year,Month,Day,Hour,DayInWeek,HolidayOrNot,EnergyDemand,SOC
1,2017,1,7,2,0,0,72.536024,0
1,2017,1,7,3,0,0,17.492816,0
1,2017,1,7,4,0,0,35.506296,0
1,2017,1,7,5,0,0,45.199564,0
1,2017,1,7,6,0,0,71.074783,0
1,2017,1,7,7,0,0,34.500199,0
1,2017,1,7,8,0,0,85.209291,0
1,2017,1,7,9,0,0,23.143788,0
1,2017,1,7,10,0,0,161.091183,0
1,2017,1,7,11,0,0,43.283159,0
1,2017,1,7,12,0,0,66.478857,0
1,2017,1,7,13,0,0,54.914176,0
1,2017,1,7,14,0,0,64.856292,0
1,2017,1,7,15,0,0,96.442111,0
1,2017,1,7,16,0,0,59.113675,0
1,2017,1,7,17,0,0,21.800896,0
1,2017,1,7,18,0,0,17.408062,0
1,2017,1,7,19,0,0,34.802012,0
1,2017,1,7,20,0,0,106.391742,0
1,2017,1,7,21,0,0,87.609098,0
1,2017,1,7,22,0,0,42.486398,0
1,2017,1,7,23,0,0,93.59516,0
1,2017,1,8,0,0,0,8.402328,0
1,2017,1,8,1,0,0,1.044408,0
1,2017,1,8,2,0,0,109.125984,0
1,2017,1,8,3,0,0,30.3933,0
1,2017,1,8,4,0,0,110.845891,0
1,2017,1,8,5,0,0,113.706776,0
1,2017,1,8,6,0,0,110.845891,0
1,2017,1,8,7,0,0,93.686119,0
1,2017,1,8,8,0,0,89.822381,0
1,2017,1,8,9,0,0,133.352204,0
1,2017,1,8,10,0,0,63.309868,0
1,2017,1,8,11,0,0,58.404594,0
1,2017,1,8,12,0,0,80.304941,0
1,2017,1,8,13,0,0,57.90612,0
1,2017,1,8,14,0,0,77.754155,0
1,2017,1,8,15,0,0,121.226855,0
1,2017,1,8,16,0,0,66.478857,0
1,2017,1,8,17,0,0,114.448814,0
1,2017,1,8,18,0,0,72.749172,0
1,2017,1,8,19,0,0,20.196986,0
1,2017,1,8,20,0,0,86.348957,0
1,2017,1,8,21,0,0,86.830393,0
1,2017,1,8,22,0,0,75.59113,0
1,2017,1,8,23,0,0,47.671882,0
1,2017,1,9,0,0,0,90.176231,0
1,2017,1,9,1,0,0,112.550501,0
1,2017,1,9,2,0,0,109.465117,0
1,2017,1,9,3,0,0,35.147059,0
1,2017,1,9,4,0,0,122.789635,0
1,2017,1,9,5,0,0,115.071132,0
1,2017,1,9,6,0,0,31.448092,0
1,2017,1,9,7,0,0,96.103116,0
1,2017,1,9,8,0,0,123.015626,0
1,2017,1,9,9,0,0,158.971805,0
1,2017,1,9,10,0,0,12.185908,0
1,2017,1,9,11,0,0,63.501489,0
1,2017,1,9,12,0,0,138.03071,0
1,2017,1,9,13,0,0,57.121441,0
1,2017,1,9,14,0,0,52.36367,0
1,2017,1,9,15,0,0,94.089176,0
1,2017,1,9,16,0,0,101.045939,0
1,2017,1,9,17,0,0,124.204173,0
1,2017,1,9,18,0,0,25.096713,0
1,2017,1,9,19,0,0,121.460244,0
1,2017,1,9,20,0,0,47.001445,0
1,2017,1,9,21,0,0,30.3933,0
1,2017,1,9,22,0,0,63.910927,0
1,2017,1,9,23,0,0,86.830393,0
1,2017,1,10,0,0,0,40.484557,0
1,2017,1,10,1,0,0,96.265173,0
1,2017,1,10,2,0,0,83.098391,0
1,2017,1,10,3,0,0,41.445457,0
1,2017,1,10,4,0,0,35.506296,0
1,2017,1,10,5,0,0,45.041801,0
1,2017,1,10,6,0,0,73.655697,0
1,2017,1,10,7,0,0,43.283159,0
1,2017,1,10,8,0,0,101.440456,0
1,2017,1,10,9,0,0,97.210876,0
1,2017,1,10,10,0,0,115.382256,0
1,2017,1,10,11,0,0,58.34949,0
1,2017,1,10,12,0,0,122.632743,0
1,2017,1,10,13,0,0,98.69088,0
1,2017,1,10,14,0,0,31.307606,0
1,2017,1,10,15,0,0,124.855978,0
1,2017,1,10,16,0,0,133.352204,0
1,2017,1,10,17,0,0,95.676869,0
1,2017,1,10,18,0,0,114.522033,0
1,2017,1,10,19,0,0,90.176231,0
1,2017,1,10,20,0,0,12.754748,0
1,2017,1,10,21,0,0,58.34949,0
1,2017,1,10,22,0,0,18.650957,0
1,2017,1,10,23,0,0,0.446488,0
1,2017,1,11,0,0,0,72.749172,0
1,2017,1,11,1,0,0,112.174089,0
1,2017,1,11,2,0,0,34.500199,0
1,2017,1,11,3,0,0,104.045265,0
1,2017,1,11,4,0,0,40.887081,0
1,2017,1,11,5,0,0,54.339644,0
1,2017,1,11,6,0,0,27.599958,0
1,2017,1,11,7,0,0,89.822381,0
1,2017,1,11,8,0,0,133.825375,0
1,2017,1,11,9,0,0,124.204173,0
1,2017,1,11,10,0,0,34.500199,0
1,2017,1,11,11,0,0,121.226855,0
1,2017,1,11,12,0,0,121.159778,0
1,2017,1,11,13,0,0,106.304442,0
1,2017,1,11,14,0,0,77.754155,0
1,2017,1,11,15,0,0,116.137036,0
1,2017,1,11,16,0,0,22.780752,0
1,2017,1,11,17,0,0,67.88059,0
1,2017,1,11,18,0,0,71.744345,0
1,2017,1,11,19,0,0,35.147059,0
1,2017,1,11,20,0,0,119.042219,0
1,2017,1,11,21,0,0,58.34949,0
1,2017,1,11,22,0,0,103.187373,0
1,2017,1,11,23,0,0,121.159778,0
1,2017,1,12,0,0,0,100.752904,0
1,2017,1,12,1,0,0,90.339537,0
1,2017,1,12,2,0,0,61.020425,0
1,2017,1,12,3,0,0,91.994854,0
1,2017,1,12,4,0,0,4.721058,0
1,2017,1,12,5,0,0,66.478857,0
1,2017,1,12,6,0,0,139.188546,0
1,2017,1,12,7,0,0,35.506296,0
1,2017,1,12,8,0,0,14.01592,0
1,2017,1,12,9,0,0,103.187373,0
1,2017,1,12,10,0,0,134.193421,0
1,2017,1,12,11,0,0,25.69094,0
1,2017,1,12,12,0,0,0.139472,0
1,2017,1,12,13,0,0,63.309868,0
1,2017,1,12,14,0,0,102.05244,0
1,2017,1,12,15,0,0,93.569757,0
1,2017,1,12,16,0,0,35.506296,0
1,2017,1,12,17,0,0,99.360253,0
1,2017,1,12,18,0,0,97.116656,0
1,2017,1,12,19,0,0,14.329216,0
1,2017,1,12,20,0,0,19.445473,0
1,2017,1,12,21,0,0,106.391742,0
1,2017,1,12,22,0,0,57.90612,0
1,2017,1,12,23,0,0,35.016418,0
1,2017,1,13,0,0,0,28.531037,0
1,2017,1,13,1,0,0,0.446488,0
1,2017,1,13,2,0,0,34.500199,0
1,2017,1,13,3,0,0,45.723516,0
1,2017,1,13,4,0,0,45.041801,0
1,2017,1,13,5,0,0,98.69088,0
1,2017,1,13,6,0,0,102.05244,0
1,2017,1,13,7,0,0,101.045939,0
1,2017,1,13,8,0,0,88.063551,0
1,2017,1,13,9,0,0,103.943903,0
1,2017,1,13,10,0,0,109.125984,0
1,2017,1,13,11,0,0,35.388676,0
1,2017,1,13,12,0,0,133.825375,0
1,2017,1,13,13,0,0,59.113675,0
1,2017,1,13,14,0,0,109.465117,0
1,2017,1,13,15,0,0,109.465117,0
1,2017,1,13,16,0,0,90.339537,0
1,2017,1,13,17,0,0,21.725992,0
1,2017,1,13,18,0,0,81.396006,0
1,2017,1,13,19,0,0,96.365983,0
1,2017,1,13,20,0,0,26.711418,0
1,2017,1,13,21,0,0,110.845891,0
1,2017,1,13,22,0,0,18.650957,0
1,2017,1,13,23,0,0,80.501622,0
1,2017,1,14,0,0,0,144.290975,0
1,2017,1,14,1,0,0,41.328072,0
1,2017,1,14,2,0,0,35.89485,0
1,2017,1,14,3,0,0,60.892301,0
1,2017,1,14,4,0,0,60.451453,0
1,2017,1,14,5,0,0,109.626134,0
1,2017,1,14,6,0,0,30.30471,0
1,2017,1,14,7,0,0,50.149957,0
1,2017,1,14,8,0,0,87.609098,0
1,2017,1,14,9,0,0,75.160966,0
1,2017,1,14,10,0,0,106.375362,0
1,2017,1,14,11,0,0,72.536024,0
1,2017,1,14,12,0,0,104.841539,0
1,2017,1,14,13,0,0,110.675948,0
1,2017,1,14,14,0,0,126.182855,0
1,2017,1,14,15,0,0,144.290975,0
1,2017,1,14,16,0,0,1.044408,0
1,2017,1,14,17,0,0,32.416226,0
1,2017,1,14,18,0,0,45.723516,0
1,2017,1,14,19,0,0,61.020425,0
1,2017,1,14,20,0,0,116.164285,0
1,2017,1,14,21,0,0,22.376172,0
1,2017,1,14,22,0,0,34.500199,0
1,2017,1,14,23,0,0,100.019303,0
1,2017,1,15,0,0,0,35.365085,0
1,2017,1,15,1,0,0,37.630013,0
1,2017,1,15,2,0,0,32.198643,0
1,2017,1,15,3,0,0,92.960869,0
1,2017,1,15,4,0,0,84.495476,0
1,2017,1,15,5,0,0,114.522033,0
1,2017,1,15,6,0,0,113.976551,0
1,2017,1,15,7,0,0,17.408062,0
1,2017,1,15,8,0,0,63.937934,0
1,2017,1,15,9,0,0,41.514886,0
1,2017,1,15,10,0,0,94.089176,0
1,2017,1,15,11,0,0,127.748867,0
1,2017,1,15,12,0,0,97.675284,0
1,2017,1,15,13,0,0,121.565269,0
1,2017,1,15,14,0,0,134.193421,0
1,2017,1,15,15,0,0,97.675284,0
1,2017,1,15,16,0,0,39.401862,0
1,2017,1,15,17,0,0,35.720813,0
1,2017,1,15,18,0,0,49.370441,0
1,2017,1,15,19,0,0,60.451453,0
1,2017,1,15,20,0,0,12.395204,0
1,2017,1,15,21,0,0,91.099048,0
1,2017,1,15,22,0,0,24.567969,0
1,2017,1,15,23,0,0,150.746928,0
1,2017,1,16,0,0,0,84.031462,0
1,2017,1,16,1,0,0,161.091183,0
1,2017,1,16,2,0,0,105.655458,0
1,2017,1,16,3,0,0,41.514886,0
1,2017,1,16,4,0,0,110.60227,0
1,2017,1,16,5,0,0,17.673979,0
1,2017,1,16,6,0,0,122.789635,0
1,2017,1,16,7,0,0,119.371919,0
1,2017,1,16,8,0,0,84.031462,0
1,2017,1,16,9,0,0,83.098391,0
1,2017,1,16,10,0,0,110.514137,0
1,2017,1,16,11,0,0,37.178828,0
1,2017,1,16,12,0,0,58.550211,0
1,2017,1,16,13,0,0,24.293993,0
1,2017,1,16,14,0,0,63.796227,0
1,2017,1,16,15,0,0,75.375594,0
1,2017,1,16,16,0,0,77.326,0
1,2017,1,16,17,0,0,102.390197,0
1,2017,1,16,18,0,0,146.602671,0
1,2017,1,16,19,0,0,109.217336,0
1,2017,1,16,20,0,0,47.232226,0
1,2017,1,16,21,0,0,33.113056,0
1,2017,1,16,22,0,0,117.147674,0
1,2017,1,16,23,0,0,104.743375,0
1,2017,1,17,0,0,0,75.375594,0
1,2017,1,17,1,0,0,12.62614,0
1,2017,1,17,2,0,0,20.520604,0
1,2017,1,17,3,0,0,28.725456,0
1,2017,1,17,4,0,0,16.34659,0
1,2017,1,17,5,0,0,62.043755,0
1,2017,1,17,6,0,0,107.720028,0
1,2017,1,17,7,0,0,0,0
1,2017,1,17,8,0,0,112.259765,0
1,2017,1,17,9,0,0,73.238688,0
1,2017,1,17,10,0,0,19.20528,0
1,2017,1,17,11,0,0,51.82606,0
1,2017,1,17,12,0,0,112.259765,0
1,2017,1,17,13,0,0,17.496358,0
1,2017,1,17,14,0,0,110.751683,0
1,2017,1,17,15,0,0,88.812985,0
1,2017,1,17,16,0,0,71.463193,0
1,2017,1,17,17,0,0,135.686228,0
1,2017,1,17,18,0,0,101.481281,0
1,2017,1,17,19,0,0,15.825203,0
1,2017,1,17,20,0,0,17.924,0
1,2017,1,17,21,0,0,83.329744,0
1,2017,1,17,22,0,0,104.070964,0
1,2017,1,17,23,0,0,47.67848,0
1,2017,1,18,0,0,0,102.169448,0
1,2017,1,18,1,0,0,26.598709,0
1,2017,1,18,2,0,0,90.319992,0
1,2017,1,18,3,0,0,48.591986,0
1,2017,1,18,4,0,0,75.300779,0
1,2017,1,18,5,0,0,97.463175,0
1,2017,1,18,6,0,0,36.9266,0
1,2017,1,18,7,0,0,75.477053,0
1,2017,1,18,8,0,0,49.698835,0
1,2017,1,18,9,0,0,112.259765,0
1,2017,1,18,10,0,0,20.999716,0
1,2017,1,18,11,0,0,109.052938,0
1,2017,1,18,12,0,0,41.231893,0
1,2017,1,18,13,0,0,111.055627,0
1,2017,1,18,14,0,0,69.66659,0
1,2017,1,18,15,0,0,64.06116,0
1,2017,1,18,16,0,0,62.977024,0
1,2017,1,18,17,0,0,30.801658,0
1,2017,1,18,18,0,0,97.770547,0
1,2017,1,18,19,0,0,27.307578,0
1,2017,1,18,20,0,0,101.481281,0
1,2017,1,18,21,0,0,65.817712,0
1,2017,1,18,22,0,0,32.745241,0
1,2017,1,18,23,0,0,103.192727,0
1,2017,1,19,0,0,0,97.346696,0
1,2017,1,19,1,0,0,115.513393,0
1,2017,1,19,2,0,0,71.463193,0
1,2017,1,19,3,0,0,17.924,0
1,2017,1,19,4,0,0,91.797328,0
1,2017,1,19,5,0,0,25.230477,0
1,2017,1,19,6,0,0,66.55463,0
1,2017,1,19,7,0,0,21.90824,0
1,2017,1,19,8,0,0,63.080136,0
1,2017,1,19,9,0,0,25.098362,0
1,2017,1,19,10,0,0,103.192727,0
1,2017,1,19,11,0,0,0.852576,0
1,2017,1,19,12,0,0,143.866056,0
1,2017,1,19,13,0,0,102.969578,0
1,2017,1,19,14,0,0,21.147127,0
1,2017,1,19,15,0,0,0.577772,0
1,2017,1,19,16,0,0,62.881661,0
1,2017,1,19,17,0,0,112.259765,0
1,2017,1,19,18,0,0,62.881661,0
1,2017,1,19,19,0,0,29.110634,0
1,2017,1,19,20,0,0,108.350827,0
1,2017,1,19,21,0,0,19.833924,0
1,2017,1,19,22,0,0,88.812985,0
1,2017,1,19,23,0,0,19.306351,0
1,2017,1,20,0,0,0,87.944118,0
1,2017,1,20,1,0,0,92.851541,0
1,2017,1,20,2,0,0,83.553301,0
1,2017,1,20,3,0,0,41.231893,0
1,2017,1,20,4,0,0,83.097775,0
1,2017,1,20,5,0,0,136.903002,0
1,2017,1,20,6,0,0,56.464791,0
1,2017,1,20,7,0,0,83.326278,0
1,2017,1,20,8,0,0,42.780781,0
1,2017,1,20,9,0,0,21.147127,0
1,2017,1,20,10,0,0,104.807116,0
1,2017,1,20,11,0,0,37.974637,0
1,2017,1,20,12,0,0,26.094985,0
1,2017,1,20,13,0,0,97.346696,0
1,2017,1,20,14,0,0,20.999716,0
1,2017,1,20,15,0,0,66.689293,0
1,2017,1,20,16,0,0,60.326803,0
1,2017,1,20,17,0,0,57.385958,0
1,2017,1,20,18,0,0,106.721322,0
1,2017,1,20,19,0,0,117.635536,0
1,2017,1,20,20,0,0,94.352751,0
1,2017,1,20,21,0,0,100.138394,0
1,2017,1,20,22,0,0,90.457807,0
1,2017,1,20,23,0,0,27.307578,0
1,2017,1,21,0,0,0,45.446548,0
1,2017,1,21,1,0,0,67.969947,0
1,2017,1,21,2,0,0,25.47708,0
1,2017,1,21,3,0,0,37.178828,0
1,2017,1,21,4,0,0,136.903002,0
1,2017,1,21,5,0,0,92.737472,0
1,2017,1,21,6,0,0,55.692867,0
1,2017,1,21,7,0,0,92.654058,0
1,2017,1,21,8,0,0,29.110634,0
1,2017,1,21,9,0,0,95.94634,0
1,2017,1,21,10,0,0,92.654058,0
1,2017,1,21,11,0,0,78.413946,0
1,2017,1,21,12,0,0,10.076025,0
1,2017,1,21,13,0,0,10.633992,0
1,2017,1,21,14,0,0,91.797328,0
1,2017,1,21,15,0,0,104.956155,0
1,2017,1,21,16,0,0,88.397233,0
1,2017,1,21,17,0,0,69.917315,0
1,2017,1,21,18,0,0,26.434125,0
1,2017,1,21,19,0,0,109.217336,0
1,2017,1,21,20,0,0,83.329744,0
1,2017,1,21,21,0,0,92.852825,0
1,2017,1,21,22,0,0,125.984896,0
1,2017,1,21,23,0,0,94.352751,0
1,2017,1,22,0,0,0,53.531106,0
1,2017,1,22,1,0,0,101.481281,0
1,2017,1,22,2,0,0,57.385958,0
1,2017,1,22,3,0,0,94.352751,0
1,2017,1,22,4,0,0,78.251998,0
1,2017,1,22,5,0,0,92.851541,0
1,2017,1,22,6,0,0,66.051585,0
1,2017,1,22,7,0,0,57.885532,0
1,2017,1,22,8,0,0,20.955924,0
1,2017,1,22,9,0,0,12.62614,0
1,2017,1,22,10,0,0,13.754884,0
1,2017,1,22,11,0,0,10.417074,0
1,2017,1,22,12,0,0,92.045224,0
1,2017,1,22,13,0,0,92.945862,0
1,2017,1,22,14,0,0,83.434195,0
1,2017,1,22,15,0,0,33.7481,0
1,2017,1,22,16,0,0,95.961556,0
1,2017,1,22,17,0,0,29.110634,0
1,2017,1,22,18,0,0,46.319435,0
1,2017,1,22,19,0,0,24.110108,0
1,2017,1,22,20,0,0,56.464791,0
1,2017,1,22,21,0,0,12.834252,0
1,2017,1,22,22,0,0,71.463193,0
1,2017,1,22,23,0,0,17.496358,0
1,2017,1,23,0,0,0,77.976938,0
1,2017,1,23,1,0,0,104.070964,0
1,2017,1,23,2,0,0,11.599784,0
1,2017,1,23,3,0,0,104.60829,0
1,2017,1,23,4,0,0,89.721383,0
1,2017,1,23,5,0,0,115.513393,0
1,2017,1,23,6,0,0,102.192223,0
1,2017,1,23,7,0,0,97.770547,0
1,2017,1,23,8,0,0,94.27719,0
1,2017,1,23,9,0,0,31.675992,0
1,2017,1,23,10,0,0,52.767306,0
1,2017,1,23,11,0,0,62.043755,0
1,2017,1,23,12,0,0,28.185193,0
1,2017,1,23,13,0,0,23.241404,0
1,2017,1,23,14,0,0,42.780781,0
1,2017,1,23,15,0,0,100.773732,0
1,2017,1,23,16,0,0,114.172211,0
1,2017,1,23,17,0,0,86.860905,0
1,2017,1,23,18,0,0,74.102963,0
1,2017,1,23,19,0,0,89.721383,0
1,2017,1,23,20,0,0,60.326803,0
1,2017,1,23,21,0,0,41.82235,0
1,2017,1,23,22,0,0,100.773732,0
1,2017,1,23,23,0,0,0.34932,0
1,2017,1,24,0,0,0,77.465463,0
1,2017,1,24,1,0,0,112.259765,0
1,2017,1,24,2,0,0,104.807116,0
1,2017,1,24,3,0,0,36.639301,0
1,2017,1,24,4,0,0,25.232546,0
1,2017,1,24,5,0,0,100.603666,0
1,2017,1,24,6,0,0,15.575997,0
1,2017,1,24,7,0,0,97.171325,0
1,2017,1,24,8,0,0,21.949435,0
1,2017,1,24,9,0,0,72.38781,0
1,2017,1,24,10,0,0,7.503534,0
1,2017,1,24,11,0,0,23.241404,0
1,2017,1,24,12,0,0,83.437184,0
1,2017,1,24,13,0,0,36.986489,0
1,2017,1,24,14,0,0,24.670108,0
1,2017,1,24,15,0,0,69.362014,0
1,2017,1,24,16,0,0,95.992508,0
1,2017,1,24,17,0,0,115.513393,0
1,2017,1,24,18,0,0,66.725164,0
1,2017,1,24,19,0,0,10.633992,0
1,2017,1,24,20,0,0,21.949435,0
1,2017,1,24,21,0,0,30.175057,0
1,2017,1,24,22,0,0,40.161626,0
1,2017,1,24,23,0,0,27.241311,0
1,2017,1,25,0,0,0,113.923187,0
1,2017,1,25,1,0,0,27.927206,0
1,2017,1,25,2,0,0,52.767306,0
1,2017,1,25,3,0,0,57.313801,0
1,2017,1,25,4,0,0,35.864922,0
1,2017,1,25,5,0,0,102.169448,0
1,2017,1,25,6,0,0,14.390881,0
1,2017,1,25,7,0,0,47.232226,0
1,2017,1,25,8,0,0,24.670108,0
1,2017,1,25,9,0,0,83.329744,0
1,2017,1,25,10,0,0,61.944093,0
1,2017,1,25,11,0,0,20.999716,0
1,2017,1,25,12,0,0,23.771863,0
1,2017,1,25,13,0,0,56.278336,0
1,2017,1,25,14,0,0,100.138394,0
1,2017,1,25,15,0,0,3.479945,0
1,2017,1,25,16,0,0,56.464791,0
1,2017,1,25,17,0,0,3.479945,0
1,2017,1,25,18,0,0,21.853196,0
1,2017,1,25,19,0,0,24.739976,0
1,2017,1,25,20,0,0,43.736702,0
1,2017,1,25,21,0,0,110.650024,0
1,2017,1,25,22,0,0,57.526722,0
1,2017,1,25,23,0,0,97.190208,0
1,2017,1,26,0,0,0,75.375594,0
1,2017,1,26,1,0,0,38.619355,0
1,2017,1,26,2,0,0,28.725456,0
1,2017,1,26,3,0,0,36.820017,0
1,2017,1,26,4,0,0,0.577772,0
1,2017,1,26,5,0,0,11.70166,0
1,2017,1,26,6,0,0,104.956155,0
1,2017,1,26,7,0,0,27.241311,0
1,2017,1,26,8,0,0,64.06116,0
1,2017,1,26,9,0,0,53.531106,0
1,2017,1,26,10,0,0,35.488938,0
1,2017,1,26,11,0,0,68.473634,0
1,2017,1,26,12,0,0,2.38096,0
1,2017,1,26,13,0,0,66.598263,0
1,2017,1,26,14,0,0,66.689293,0
1,2017,1,26,15,0,0,21.90824,0
1,2017,1,26,16,0,0,83.326278,0
1,2017,1,26,17,0,0,52.767306,0
1,2017,1,26,18,0,0,105.992088,0
1,2017,1,26,19,0,0,70.653064,0
1,2017,1,26,20,0,0,21.870406,0
1,2017,1,26,21,0,0,148.145128,0
1,2017,1,26,22,0,0,123.543358,0
1,2017,1,26,23,0,0,117.147674,0
1,2017,1,27,0,0,0,58.510954,0
1,2017,1,27,1,0,0,33.113056,0
1,2017,1,27,2,0,0,21.949435,0
1,2017,1,27,3,0,0,88.397233,0
1,2017,1,27,4,0,0,55.384046,0
1,2017,1,27,5,0,0,88.397233,0
1,2017,1,27,6,0,0,0.632164,0
1,2017,1,27,7,0,0,37.178828,0
1,2017,1,27,8,0,0,40.161626,0
